objectid,title,date,format,arastirmaci,eser_adi,sayfa_no,padisah_donemi,muellif_adi,muellif_olum_tarihi,mustensih_adi,telif_tarih_hicri,telif_basim,telif_tarih_miladi,istinsah_tarihi,eser_dili,eser_alt_turu,yazin_turu,yazi_turu,baglanti_turu,baglantili_eser_adi,baglantili_eser_yazari,baglantili_eser_tarihi,baglantili_eser_dili,cilt_sayisi,yazildigi_yer,kutupane_koleksiyon,alt_koleksiyon_numara,su_anda_kutupane,latitude,longitude,ulke,sehir,takdim_hediye,tarihsel_kapsam,tematik_kapsam,notlar,arastirmaci_notu
babinger_0606,Mustafâ Cenâbî,,record,Bedia Tokatlıoğlu,El-Aylemü’z-zâhir fî Ahvâli’l-evâ’il ve’l-Evâhir (Târîh-i Cenâbî),121-122,III. Murad,Mustafâ Cenâbî,1590,,,,,,Arapça,Tarih,,,,,,,,,,Ragıb Paşa,Nu. 823/4,Ragıb Paşa,41.0091716242054,28.9656324576716,Türkiye,İstanbul,,Hz. Muhammed (sav)'den-III. Murad zamanına kadar,"Eser, bir mukaddimeden sonra her bir devlete bir bölüm (bâb) ayrılmak suretiyle düzenlenmiş olup, Hz. Peygamber devrinin de ilâvesiyle toplam seksen iki devleti kapsayan seksen iki bölümden oluşmaktadır. Son bölüm Osmanlı hânedanına ayrılmıştır.",,"III. Murad'a takdim edilmiştir. Peygamberler tarihi, İslâm öncesi devletler ve kavimler, Hz. Peygamber ve Hulefa-yı Râşidîn devri, Şam ve Endülüs Emevîleri, Abbasîler, İdrîsîler, Ağlebîler, Muvahhidler, Tolunoğulları, Fatımîler, Eyyûbîler, Tâhirîler, Saffârîler, Gazneliler, Büveyhîler, Selçuklular, Karamanoğulları, Osmanlılar, Harzemşahlar, Çobanoğulları, Karakoyunlular, Akkoyunlular Bütün İslâm devletlerinin ayrı ayrı ele alındığı eser Arapça yazılmış bir İslâm tarihi olup günümüze ulaşmayan birçok kaynaktaki bilgileri de ihtiva etmektedir. Z1143:Z1152Devletlerden hareketle ve her birine bir bölüm (bab) ayrılmak suretiyle bir mukaddimeden sonra seksen iki devletin ele alındığı eser, Hz. Peygamber devrinin de ilâvesiyle seksen altı bölüm olarak düzenlenmiştir. el-ʿAylemü’z-zâḫir’in başlıca bölümlerini peygamberler tarihi, İslâm öncesi devletler ve kavimler, Hz. Peygamber ve Hulefâ-yi Râşidîn devri, Şam ve Endülüs Emevîleri, Abbâsîler, İdrîsîler, Ağlebîler, Muvahhidler, Tolunoğulları, Fâtımîler, Eyyûbîler, Tâhirîler, Saffârîler, Gazneliler, Büveyhîler, Selçuklular, Karamanoğulları, Osmanlılar, Hârizmşahlar, Çobanoğulları, Karakoyunlular, Akkoyunlular vb. devletlerin tarihleri teşkil eder. “Cenâbî Tarihi” diye meşhur olan bu eser, kendisine umumi tarih yazan ilk Türk tarihçisi olma niteliğini kazandırmıştır."
babinger_0607,Mustafâ Cenâbî,,record,Bedia Tokatlıoğlu,El-Aylemü’z-zâhir fî Ahvâli’l-evâ’il ve’l-Evâhir (Târîh-i Cenâbî),121-122,III. Murad,Mustafâ Cenâbî,1590,,,,,,Arapça,,,,Muhtasar,,Ahmed b. Mehmed b. Ali,,Arapça,,,Berlin Devlet Kütüphanesi,Nu.9726,,52.5077560047923,13.3708612239915,Almanya,Berlin,,Hz. Muhammed (sav)'den-III. Murad zamanına kadar,Tarîh-i Cenâbî'nin eserindeki Osmanlıca bölümün muhtasarı,,
babinger_0608,Mustafâ Cenâbî,,record,Bedia Tokatlıoğlu,El-Aylemü’z-zâhir fî Ahvâli’l-evâ’il ve’l-Evâhir (Târîh-i Cenâbî),121-122,III. Murad,Mustafâ Cenâbî,1590,,,,,,Arapça,,,,Muhtasar,,Ahmed b. Mehmed b. Ali,,Arapça,,,British Museum,Suppl. 489/90,,51.5195338599772,-0.126938820491652,İngiltere,Londra,,Hz. Muhammed (sav)'den-III. Murad zamanına kadar,Tarîh-i Cenâbî'nin eserindeki Osmanlıca bölümün muhtasarı,,
babinger_0609,Mustafâ Cenâbî,,record,Bedia Tokatlıoğlu,El-Aylemü’z-zâhir fî Ahvâli’l-evâ’il ve’l-Evâhir (Târîh-i Cenâbî),121-122,III. Murad,Mustafâ Cenâbî,1590,,,,,,Arapça,,,,Çeviri,,Mustafâ Cenâbî,,Osmanlı Türkçesi,,,Viyana Milli Kütüphanesi,Nu. 853,,48.2063824539942,16.3669274865075,Avusturya,Viyana,,Hz. Muhammed (sav)'den-III. Murad zamanına kadar,Tarîh-i Cenâbî'nin Türkçe tercümesi,,
babinger_0610,Mustafâ Cenâbî,,record,Bedia Tokatlıoğlu,El-Aylemü’z-zâhir fî Ahvâli’l-evâ’il ve’l-Evâhir (Târîh-i Cenâbî),121-122,III. Murad,Mustafâ Cenâbî,1590,,,,,,Arapça,,,,Çeviri,,Mustafâ Cenâbî,,Osmanlı Türkçesi,,,Damadzade Mehmed,Nu. 1429/30,Murad Molla,41.027776675037,28.9473413423283,Türkiye,İstanbul,,Hz. Muhammed (sav)'den-III. Murad zamanına kadar,Tarîh-i Cenâbî'nin Türkçe tercümesi,,
babinger_0611,Mustafâ Cenâbî,,record,Bedia Tokatlıoğlu,El-Aylemü’z-zâhir fî Ahvâli’l-evâ’il ve’l-Evâhir (Târîh-i Cenâbî),121-122,III. Murad,Mustafâ Cenâbî,1590,,,,,,Arapça,,,,Çeviri,,Mustafâ Cenâbî,,Osmanlı Türkçesi,,,Hamidiyye Kütüphanesi,Nu. 896,Süleymaniye,41.0161522086512,28.9639603676263,Türkiye,İstanbul,,Hz. Muhammed (sav)'den-III. Murad zamanına kadar,Tarîh-i Cenâbî'nin Türkçe tercümesi,,
babinger_0612,Mustafâ Cenâbî,,record,Bedia Tokatlıoğlu,El-Aylemü’z-zâhir fî Ahvâli’l-evâ’il ve’l-Evâhir (Târîh-i Cenâbî),121-122,III. Murad,Mustafâ Cenâbî,1590,,,,,,Arapça,,,,Çeviri,,Mustafâ Cenâbî,,Osmanlı Türkçesi,,,Nuruosmaniye Kütüphanesi,Nu. 3099/3102,Nuruosmaniye,41.0102587667774,28.9706631927802,Türkiye,İstanbul,,Hz. Muhammed (sav)'den-III. Murad zamanına kadar,Tarîh-i Cenâbî'nin Türkçe tercümesi,,
babinger_0613,Mustafâ Cenâbî,,record,Bedia Tokatlıoğlu,El-Aylemü’z-zâhir fî Ahvâli’l-evâ’il ve’l-Evâhir (Târîh-i Cenâbî),121-122,III. Murad,Mustafâ Cenâbî,1590,,,,,,Arapça,,,,Çeviri,,Hacı Kalfa,,Osmanlı Türkçesi,,,Es’ad Efendi,2167/68,Süleymaniye,41.0161522086512,28.9639603676263,Türkiye,İstanbul,,Hz. Muhammed (sav)'den-III. Murad zamanına kadar,Tarîh-i Cenâbî'nin Türkçe tercümesi,,
babinger_0614,Mustafâ Cenâbî,,record,Bedia Tokatlıoğlu,El-Aylemü’z-zâhir fî Ahvâli’l-evâ’il ve’l-Evâhir (Târîh-i Cenâbî),121-122,III. Murad,Mustafâ Cenâbî,1590,,,,,,Arapça,,,,Çeviri,,Mehmed Gubârî,,Osmanlı Türkçesi,,,Dresden Memleket Kütüphanesi,Nu.80,,51.0287565539879,13.7370277288358,Almanya,Dresden,,Hz. Muhammed (sav)'den-III. Murad zamanına kadar,Tarîh-i Cenâbî'nin Türkçe tercümesi,,
babinger_0615,Mustafâ Cenâbî,,record,Bedia Tokatlıoğlu,El-Aylemü’z-zâhir fî Ahvâli’l-evâ’il ve’l-Evâhir (Târîh-i Cenâbî),121-122,III. Murad,Mustafâ Cenâbî,1590,,,,,,Arapça,,,,Muhtasar,,Mehmed Gubârî,,Osmanlı Türkçesi,,,Viyana Milli Kütüphanesi,Nu. 854,,48.2063824539942,16.3669274865075,Avusturya,Viyana,,Hz. Muhammed (sav)'den-III. Murad zamanına kadar,Tarîh-i Cenâbî'nin Türkçe muhtasarı,,
babinger_0616,Mustafâ Cenâbî,,record,Bedia Tokatlıoğlu,El-Aylemü’z-zâhir fî Ahvâli’l-evâ’il ve’l-Evâhir (Târîh-i Cenâbî),121-122,III. Murad,Mustafâ Cenâbî,1590,,,,,,Arapça,,,,Muhtasar,,Mehmed Gubârî,,Osmanlı Türkçesi,,,Nuruosmaniye Kütüphanesi,Nu. 307,Nuruosmaniye,41.0102587667774,28.9706631927802,Türkiye,İstanbul,,Hz. Muhammed (sav)'den-III. Murad zamanına kadar,Tarîh-i Cenâbî'nin Türkçe muhtasarı,,
babinger_0617,Anonim,,record,Bedia Tokatlıoğlu,Surnâme-i Hümâyun,122-123,III. Murad,Anonim,,,,,,,,Surnâme,,,,,,,,,,Viyana Milli Kütüphanesi,Nu. 1019,,48.2063824539942,16.3669274865075,Avusturya,Viyana,,1582,"Eser, III. Murad’ın oğlu III. Mehmed’in meşhur sünnet düğününü konu alır. Kırk günü aşan bu sünnet töreni, görkemi bakımından eşi benzeri görülmemiştir.","Daha sonraki dönemlerde bu ölçekte bir düğün yapılmamış olmakla birlikte, söz konusu tören edebiyat sahasında yapılan tasvirler üzerinde büyük etki bırakmıştır.",
babinger_0618,Abdullatîf (Latîfî),1546,record,Bedia Tokatlıoğlu,Tezkiretü’ş-şu‘arâ ve tabsıratü’n-nuzamâ,123-124,I. Süleyman,Abdullatîf (Latîfî),1582,,953,,1546,,,Tezkire,,,,,,,,,,Berlin Devlet Kütüphanesi,Nu. 294 (içindekiler hakkında tam bilgi ile),,52.5077560047923,13.3708612239915,Almanya,Berlin,,,"Bir biyografi mecmuası olan eser üç fasla ayrılmıştır. İlk fasılda Anadolu’daki mistik şeyhler, ikinci fasılda Osmanlı sultanları arasındaki şairler ele alınmakta olup bu iki grupta toplam yirmi kişi yer almaktadır. Üçüncü fasılda ise diğer sınıflardan 282 şairin hayatı anlatılmaktadır.",,"Kanuni Sultan Süleyman. ""Mukaddime"", ""Üç Fasıl"" ve ""Hatime"" den oluşan Tezkire'de toplam 334 şair yer almaktadır. Latifi, Tezkire'sinin önsözünde devrinde hüner gösterme sahasının inşa olduğunu, ancak bu inşayı anlaşılmaz bulduğundan beğenmediğini, ayet, hadis, kelam-ı kibar ve atasözleriyle müzeyyen yeni bir nesir üslubu vücuda getirdiğini söyler. Bu iddiasına delil olarak da ""Enisü'l-Füseha"", ""Füsul-i Erbaa"", ""Evsaf-ı İstanbul"" ve ""Tezkiretü'ş-Şu'ara"" adlı eserlerinden örnekler verir. Gerçekten de Latifi, sözkonusu eserlerinde ifadelerini yer yer ayetler, hadisler, kelam-ı kibarlar ve atasözleriyle süslemiştir. Bunun içindir ki Aşık Çelebi, Latifi'yi ""akranı içinde yegane"" ve ""inşası nazikane"" diye nitelendirir. Ne var ki nesir üslubunu ""anlaşılır"" olma kaygısı üzerine kuran Latifi'nin bu tavrı, dönemin dilde külfetli ifadeler kullanma taraftarı kalemleri tarafından yadırganmış hatta eleştirilmiştir. Latifî'nin en önemli eseri olan Tezkire'si, yazıldığı dönemden itibaren hem tertip tarzı hem de içeriği açısından büyük ilgi görmüştür. Denebilir ki Türk tezkirecilik geleneği onun açtığı çığırdan yürümüştür. Özellikle ele aldığı isimleri alfabetik sıralaması artık vazgeçilmez bir tertip tarzı olmuştur."
babinger_0619,Abdullatîf (Latîfî),1546,record,Bedia Tokatlıoğlu,Tezkiretü’ş-şu‘arâ ve tabsıratü’n-nuzamâ,123-124,I. Süleyman,Abdullatîf (Latîfî),1582,,953,,1546,,,Tezkire,,,,,,,,,,Dresden Memleket Kütüphanesi,Nu. 83,,51.0287565539879,13.7370277288358,Almanya,Dresden,,,"Bir biyografi mecmuası olan eser üç fasla ayrılmıştır. İlk fasılda Anadolu’daki mistik şeyhler, ikinci fasılda Osmanlı sultanları arasındaki şairler ele alınmakta olup bu iki grupta toplam yirmi kişi yer almaktadır. Üçüncü fasılda ise diğer sınıflardan 282 şairin hayatı anlatılmaktadır.",,"Kanuni Sultan Süleyman. ""Mukaddime"", ""Üç Fasıl"" ve ""Hatime"" den oluşan Tezkire'de toplam 334 şair yer almaktadır. Latifi, Tezkire'sinin önsözünde devrinde hüner gösterme sahasının inşa olduğunu, ancak bu inşayı anlaşılmaz bulduğundan beğenmediğini, ayet, hadis, kelam-ı kibar ve atasözleriyle müzeyyen yeni bir nesir üslubu vücuda getirdiğini söyler. Bu iddiasına delil olarak da ""Enisü'l-Füseha"", ""Füsul-i Erbaa"", ""Evsaf-ı İstanbul"" ve ""Tezkiretü'ş-Şu'ara"" adlı eserlerinden örnekler verir. Gerçekten de Latifi, sözkonusu eserlerinde ifadelerini yer yer ayetler, hadisler, kelam-ı kibarlar ve atasözleriyle süslemiştir. Bunun içindir ki Aşık Çelebi, Latifi'yi ""akranı içinde yegane"" ve ""inşası nazikane"" diye nitelendirir. Ne var ki nesir üslubunu ""anlaşılır"" olma kaygısı üzerine kuran Latifi'nin bu tavrı, dönemin dilde külfetli ifadeler kullanma taraftarı kalemleri tarafından yadırganmış hatta eleştirilmiştir. Latifî'nin en önemli eseri olan Tezkire'si, yazıldığı dönemden itibaren hem tertip tarzı hem de içeriği açısından büyük ilgi görmüştür. Denebilir ki Türk tezkirecilik geleneği onun açtığı çığırdan yürümüştür. Özellikle ele aldığı isimleri alfabetik sıralaması artık vazgeçilmez bir tertip tarzı olmuştur."
babinger_0620,Abdullatîf (Latîfî),1546,record,Bedia Tokatlıoğlu,Tezkiretü’ş-şu‘arâ ve tabsıratü’n-nuzamâ,123-124,I. Süleyman,Abdullatîf (Latîfî),1582,,953,,1546,,,Tezkire,,,,,,,,,,Münih Devlet Kütüphanesi,Nu. 150,,48.1476146646503,11.5803002393623,Almanya,Münih,,,"Bir biyografi mecmuası olan eser üç fasla ayrılmıştır. İlk fasılda Anadolu’daki mistik şeyhler, ikinci fasılda Osmanlı sultanları arasındaki şairler ele alınmakta olup bu iki grupta toplam yirmi kişi yer almaktadır. Üçüncü fasılda ise diğer sınıflardan 282 şairin hayatı anlatılmaktadır.",,"Kanuni Sultan Süleyman. ""Mukaddime"", ""Üç Fasıl"" ve ""Hatime"" den oluşan Tezkire'de toplam 334 şair yer almaktadır. Latifi, Tezkire'sinin önsözünde devrinde hüner gösterme sahasının inşa olduğunu, ancak bu inşayı anlaşılmaz bulduğundan beğenmediğini, ayet, hadis, kelam-ı kibar ve atasözleriyle müzeyyen yeni bir nesir üslubu vücuda getirdiğini söyler. Bu iddiasına delil olarak da ""Enisü'l-Füseha"", ""Füsul-i Erbaa"", ""Evsaf-ı İstanbul"" ve ""Tezkiretü'ş-Şu'ara"" adlı eserlerinden örnekler verir. Gerçekten de Latifi, sözkonusu eserlerinde ifadelerini yer yer ayetler, hadisler, kelam-ı kibarlar ve atasözleriyle süslemiştir. Bunun içindir ki Aşık Çelebi, Latifi'yi ""akranı içinde yegane"" ve ""inşası nazikane"" diye nitelendirir. Ne var ki nesir üslubunu ""anlaşılır"" olma kaygısı üzerine kuran Latifi'nin bu tavrı, dönemin dilde külfetli ifadeler kullanma taraftarı kalemleri tarafından yadırganmış hatta eleştirilmiştir. Latifî'nin en önemli eseri olan Tezkire'si, yazıldığı dönemden itibaren hem tertip tarzı hem de içeriği açısından büyük ilgi görmüştür. Denebilir ki Türk tezkirecilik geleneği onun açtığı çığırdan yürümüştür. Özellikle ele aldığı isimleri alfabetik sıralaması artık vazgeçilmez bir tertip tarzı olmuştur."
babinger_0621,Abdullatîf (Latîfî),1546,record,Bedia Tokatlıoğlu,Tezkiretü’ş-şu‘arâ ve tabsıratü’n-nuzamâ,123-124,I. Süleyman,Abdullatîf (Latîfî),1582,,953,,1546,,,Tezkire,,,,,,,,,,Viyana Milli Kütüphanesi,"Nu. 879, 2",,48.2063824539942,16.3669274865075,Avusturya,Viyana,,,"Bir biyografi mecmuası olan eser üç fasla ayrılmıştır. İlk fasılda Anadolu’daki mistik şeyhler, ikinci fasılda Osmanlı sultanları arasındaki şairler ele alınmakta olup bu iki grupta toplam yirmi kişi yer almaktadır. Üçüncü fasılda ise diğer sınıflardan 282 şairin hayatı anlatılmaktadır.",,"Kanuni Sultan Süleyman. ""Mukaddime"", ""Üç Fasıl"" ve ""Hatime"" den oluşan Tezkire'de toplam 334 şair yer almaktadır. Latifi, Tezkire'sinin önsözünde devrinde hüner gösterme sahasının inşa olduğunu, ancak bu inşayı anlaşılmaz bulduğundan beğenmediğini, ayet, hadis, kelam-ı kibar ve atasözleriyle müzeyyen yeni bir nesir üslubu vücuda getirdiğini söyler. Bu iddiasına delil olarak da ""Enisü'l-Füseha"", ""Füsul-i Erbaa"", ""Evsaf-ı İstanbul"" ve ""Tezkiretü'ş-Şu'ara"" adlı eserlerinden örnekler verir. Gerçekten de Latifi, sözkonusu eserlerinde ifadelerini yer yer ayetler, hadisler, kelam-ı kibarlar ve atasözleriyle süslemiştir. Bunun içindir ki Aşık Çelebi, Latifi'yi ""akranı içinde yegane"" ve ""inşası nazikane"" diye nitelendirir. Ne var ki nesir üslubunu ""anlaşılır"" olma kaygısı üzerine kuran Latifi'nin bu tavrı, dönemin dilde külfetli ifadeler kullanma taraftarı kalemleri tarafından yadırganmış hatta eleştirilmiştir. Latifî'nin en önemli eseri olan Tezkire'si, yazıldığı dönemden itibaren hem tertip tarzı hem de içeriği açısından büyük ilgi görmüştür. Denebilir ki Türk tezkirecilik geleneği onun açtığı çığırdan yürümüştür. Özellikle ele aldığı isimleri alfabetik sıralaması artık vazgeçilmez bir tertip tarzı olmuştur."
babinger_0622,Abdullatîf (Latîfî),1546,record,Bedia Tokatlıoğlu,Tezkiretü’ş-şu‘arâ ve tabsıratü’n-nuzamâ,123-124,I. Süleyman,Abdullatîf (Latîfî),1582,,953,,1546,,,Tezkire,,,,,,,,,,Viyana Milli Kütüphanesi,Nu. 1221,,48.2063824539942,16.3669274865075,Avusturya,Viyana,,,"Bir biyografi mecmuası olan eser üç fasla ayrılmıştır. İlk fasılda Anadolu’daki mistik şeyhler, ikinci fasılda Osmanlı sultanları arasındaki şairler ele alınmakta olup bu iki grupta toplam yirmi kişi yer almaktadır. Üçüncü fasılda ise diğer sınıflardan 282 şairin hayatı anlatılmaktadır.",,"Kanuni Sultan Süleyman. ""Mukaddime"", ""Üç Fasıl"" ve ""Hatime"" den oluşan Tezkire'de toplam 334 şair yer almaktadır. Latifi, Tezkire'sinin önsözünde devrinde hüner gösterme sahasının inşa olduğunu, ancak bu inşayı anlaşılmaz bulduğundan beğenmediğini, ayet, hadis, kelam-ı kibar ve atasözleriyle müzeyyen yeni bir nesir üslubu vücuda getirdiğini söyler. Bu iddiasına delil olarak da ""Enisü'l-Füseha"", ""Füsul-i Erbaa"", ""Evsaf-ı İstanbul"" ve ""Tezkiretü'ş-Şu'ara"" adlı eserlerinden örnekler verir. Gerçekten de Latifi, sözkonusu eserlerinde ifadelerini yer yer ayetler, hadisler, kelam-ı kibarlar ve atasözleriyle süslemiştir. Bunun içindir ki Aşık Çelebi, Latifi'yi ""akranı içinde yegane"" ve ""inşası nazikane"" diye nitelendirir. Ne var ki nesir üslubunu ""anlaşılır"" olma kaygısı üzerine kuran Latifi'nin bu tavrı, dönemin dilde külfetli ifadeler kullanma taraftarı kalemleri tarafından yadırganmış hatta eleştirilmiştir. Latifî'nin en önemli eseri olan Tezkire'si, yazıldığı dönemden itibaren hem tertip tarzı hem de içeriği açısından büyük ilgi görmüştür. Denebilir ki Türk tezkirecilik geleneği onun açtığı çığırdan yürümüştür. Özellikle ele aldığı isimleri alfabetik sıralaması artık vazgeçilmez bir tertip tarzı olmuştur."
babinger_0623,Abdullatîf (Latîfî),1546,record,Bedia Tokatlıoğlu,Tezkiretü’ş-şu‘arâ ve tabsıratü’n-nuzamâ,123-124,I. Süleyman,Abdullatîf (Latîfî),1582,,953,,1546,,,Tezkire,,,,,,,,,,Viyana Milli Kütüphanesi,Nu. 1222,,48.2063824539942,16.3669274865075,Avusturya,Viyana,,,"Bir biyografi mecmuası olan eser üç fasla ayrılmıştır. İlk fasılda Anadolu’daki mistik şeyhler, ikinci fasılda Osmanlı sultanları arasındaki şairler ele alınmakta olup bu iki grupta toplam yirmi kişi yer almaktadır. Üçüncü fasılda ise diğer sınıflardan 282 şairin hayatı anlatılmaktadır.",,"Kanuni Sultan Süleyman. ""Mukaddime"", ""Üç Fasıl"" ve ""Hatime"" den oluşan Tezkire'de toplam 334 şair yer almaktadır. Latifi, Tezkire'sinin önsözünde devrinde hüner gösterme sahasının inşa olduğunu, ancak bu inşayı anlaşılmaz bulduğundan beğenmediğini, ayet, hadis, kelam-ı kibar ve atasözleriyle müzeyyen yeni bir nesir üslubu vücuda getirdiğini söyler. Bu iddiasına delil olarak da ""Enisü'l-Füseha"", ""Füsul-i Erbaa"", ""Evsaf-ı İstanbul"" ve ""Tezkiretü'ş-Şu'ara"" adlı eserlerinden örnekler verir. Gerçekten de Latifi, sözkonusu eserlerinde ifadelerini yer yer ayetler, hadisler, kelam-ı kibarlar ve atasözleriyle süslemiştir. Bunun içindir ki Aşık Çelebi, Latifi'yi ""akranı içinde yegane"" ve ""inşası nazikane"" diye nitelendirir. Ne var ki nesir üslubunu ""anlaşılır"" olma kaygısı üzerine kuran Latifi'nin bu tavrı, dönemin dilde külfetli ifadeler kullanma taraftarı kalemleri tarafından yadırganmış hatta eleştirilmiştir. Latifî'nin en önemli eseri olan Tezkire'si, yazıldığı dönemden itibaren hem tertip tarzı hem de içeriği açısından büyük ilgi görmüştür. Denebilir ki Türk tezkirecilik geleneği onun açtığı çığırdan yürümüştür. Özellikle ele aldığı isimleri alfabetik sıralaması artık vazgeçilmez bir tertip tarzı olmuştur."
babinger_0624,Abdullatîf (Latîfî),1546,record,Bedia Tokatlıoğlu,Tezkiretü’ş-şu‘arâ ve tabsıratü’n-nuzamâ,123-124,I. Süleyman,Abdullatîf (Latîfî),1582,,953,,1546,,,Tezkire,,,,,,,,,,Viyana Milli Kütüphanesi,Nu. 1223,,48.2063824539942,16.3669274865075,Avusturya,Viyana,,,"Bir biyografi mecmuası olan eser üç fasla ayrılmıştır. İlk fasılda Anadolu’daki mistik şeyhler, ikinci fasılda Osmanlı sultanları arasındaki şairler ele alınmakta olup bu iki grupta toplam yirmi kişi yer almaktadır. Üçüncü fasılda ise diğer sınıflardan 282 şairin hayatı anlatılmaktadır.",,"Kanuni Sultan Süleyman. ""Mukaddime"", ""Üç Fasıl"" ve ""Hatime"" den oluşan Tezkire'de toplam 334 şair yer almaktadır. Latifi, Tezkire'sinin önsözünde devrinde hüner gösterme sahasının inşa olduğunu, ancak bu inşayı anlaşılmaz bulduğundan beğenmediğini, ayet, hadis, kelam-ı kibar ve atasözleriyle müzeyyen yeni bir nesir üslubu vücuda getirdiğini söyler. Bu iddiasına delil olarak da ""Enisü'l-Füseha"", ""Füsul-i Erbaa"", ""Evsaf-ı İstanbul"" ve ""Tezkiretü'ş-Şu'ara"" adlı eserlerinden örnekler verir. Gerçekten de Latifi, sözkonusu eserlerinde ifadelerini yer yer ayetler, hadisler, kelam-ı kibarlar ve atasözleriyle süslemiştir. Bunun içindir ki Aşık Çelebi, Latifi'yi ""akranı içinde yegane"" ve ""inşası nazikane"" diye nitelendirir. Ne var ki nesir üslubunu ""anlaşılır"" olma kaygısı üzerine kuran Latifi'nin bu tavrı, dönemin dilde külfetli ifadeler kullanma taraftarı kalemleri tarafından yadırganmış hatta eleştirilmiştir. Latifî'nin en önemli eseri olan Tezkire'si, yazıldığı dönemden itibaren hem tertip tarzı hem de içeriği açısından büyük ilgi görmüştür. Denebilir ki Türk tezkirecilik geleneği onun açtığı çığırdan yürümüştür. Özellikle ele aldığı isimleri alfabetik sıralaması artık vazgeçilmez bir tertip tarzı olmuştur."
babinger_0625,Abdullatîf (Latîfî),1546,record,Bedia Tokatlıoğlu,Tezkiretü’ş-şu‘arâ ve tabsıratü’n-nuzamâ,123-124,I. Süleyman,Abdullatîf (Latîfî),1582,,953,,1546,,,Tezkire,,,,,,,,,,British Museum,"Add. 17339 (Rieu, CTM, 75 v.d.)",,51.5195338599772,-0.126938820491652,İngiltere,Londra,,,"Bir biyografi mecmuası olan eser üç fasla ayrılmıştır. İlk fasılda Anadolu’daki mistik şeyhler, ikinci fasılda Osmanlı sultanları arasındaki şairler ele alınmakta olup bu iki grupta toplam yirmi kişi yer almaktadır. Üçüncü fasılda ise diğer sınıflardan 282 şairin hayatı anlatılmaktadır.",,"Kanuni Sultan Süleyman. ""Mukaddime"", ""Üç Fasıl"" ve ""Hatime"" den oluşan Tezkire'de toplam 334 şair yer almaktadır. Latifi, Tezkire'sinin önsözünde devrinde hüner gösterme sahasının inşa olduğunu, ancak bu inşayı anlaşılmaz bulduğundan beğenmediğini, ayet, hadis, kelam-ı kibar ve atasözleriyle müzeyyen yeni bir nesir üslubu vücuda getirdiğini söyler. Bu iddiasına delil olarak da ""Enisü'l-Füseha"", ""Füsul-i Erbaa"", ""Evsaf-ı İstanbul"" ve ""Tezkiretü'ş-Şu'ara"" adlı eserlerinden örnekler verir. Gerçekten de Latifi, sözkonusu eserlerinde ifadelerini yer yer ayetler, hadisler, kelam-ı kibarlar ve atasözleriyle süslemiştir. Bunun içindir ki Aşık Çelebi, Latifi'yi ""akranı içinde yegane"" ve ""inşası nazikane"" diye nitelendirir. Ne var ki nesir üslubunu ""anlaşılır"" olma kaygısı üzerine kuran Latifi'nin bu tavrı, dönemin dilde külfetli ifadeler kullanma taraftarı kalemleri tarafından yadırganmış hatta eleştirilmiştir. Latifî'nin en önemli eseri olan Tezkire'si, yazıldığı dönemden itibaren hem tertip tarzı hem de içeriği açısından büyük ilgi görmüştür. Denebilir ki Türk tezkirecilik geleneği onun açtığı çığırdan yürümüştür. Özellikle ele aldığı isimleri alfabetik sıralaması artık vazgeçilmez bir tertip tarzı olmuştur."
