objectid,koleksiyon,muellif_adi,eser_adi,baglanti_turu,baglantili_eser_adi,baglantili_eser_yazari,tematik_kapsam,yazin_turu,title,date,format,arastirmaci,sayfa_no_babinger,padisah_donemi,muellif_olum_tarihi,mustensih_adi,telif_tarih_hicri,telif_basim,telif_tarih_miladi,istinsah_tarihi,eser_dili,eser_alt_turu,yazi_turu,baglantili_eser_tarihi,baglantili_eser_dili,cilt_sayisi,yazildigi_yer,kutupane_koleksiyon,alt_koleksiyon_numara,su_anda_kutupane,latitude,longitude,ulke,sehir,takdim_hediye,tarihsel_kapsam,notlar,arastirmaci_notu,muellif_id,meslek,aile,dogum_sehir,dogum_yer_detay,olum_yil,olum_yil_hicri,kabir_sehir,kabir_ilce,kabir_yeri_detay,eser_turu,kutuphane_kanonik,kutuphane_tipi,kutuphane_detay,sayfa_no_tuba
tahir_0802,Tâhir,Latîfî Abdüllatîf Efendi,Münâzara,,,,Edebiyat (münazara),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_189,Kâtip (Eyüp Ensari vakfı),ÇELİŞKİLİ: Tezkire-i Riyâzî'de ise 'Mısır'da vefat ettiği' yazılı — farklı bir rivayet. Tezkiretü'ş-Şuarâ'sı çok önemli bir eser.,Kastamonu,Kastamonu,1582,990,,,,Edebiyat,,,,1075
tahir_0803,Tâhir,Latîfî Abdüllatîf Efendi,Mir'âtü'l-İber,,,,Edebiyat (kaside),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_189,Kâtip (Eyüp Ensari vakfı),ÇELİŞKİLİ: Tezkire-i Riyâzî'de ise 'Mısır'da vefat ettiği' yazılı — farklı bir rivayet. Tezkiretü'ş-Şuarâ'sı çok önemli bir eser.,Kastamonu,Kastamonu,1582,990,,,,Manzum Edebiyat,,,,1075
tahir_0804,Tâhir,Lokman bin Seyyid Hüseyin (Urmevî),Kıyâfetü'l-İnsâniyye fî Şemâili'l-Osmâniyye,,,,Osmanlı padişahlarının tarihini ve fiziksel/karakter özelliklerini (şemail) anlatır; başında kıyafet ilmine (fizyonomi) dair bilgiler ve padişahların tasvirleri de vardır,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_190,Saray hocası; şehnameci,,,,,,,,,Siyer/Şemail,Enderûn-ı Hümâyûn Sarık Odası Kütübhânesi,Kurum Kütüphanesi,Enderûn-ı Hümâyûn Sarık Odası Kütübhânesi,1076
tahir_0805,Tâhir,Lokman bin Seyyid Hüseyin (Urmevî),Hünernâme,,,,"Yavuz Sultan Selim ve Kanuni Sultan Süleyman dönemlerini anlatan, 10 fasıl, bir zeyl ve bir hatimeden oluşan Osmanlı tarihidir",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_190,Saray hocası; şehnameci,,,,,,,,,Tarih,Müze-i Osmânî Kütübhânesi,Kurum Kütüphanesi,Müze-i Osmânî Kütübhânesi,1076
tahir_0806,Tâhir,Lokman bin Seyyid Hüseyin (Urmevî),Selîm Şâhnâme,,,,II. Selim'in tarihinden bahseder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_190,Saray hocası; şehnameci,,,,,,,,,Manzum Edebiyat,,,,1076
tahir_0807,Tâhir,Lokman bin Seyyid Hüseyin (Urmevî),Şehinşâhnâme,,,,III. Murad'ın tarihinden bahseder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_190,Saray hocası; şehnameci,,,,,,,,,Manzum Edebiyat,,,,1076
tahir_0808,Tâhir,Lokman bin Seyyid Hüseyin (Urmevî),Tomar-Nesebnâme-i Hümâyûn,,,,Tarih (soykütüğü),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_190,Saray hocası; şehnameci,,,,,,,,,Tarih,,,,1076
tahir_0809,Tâhir,Lokman bin Seyyid Hüseyin (Urmevî),Terceme-i Mihr ü Müşterî li-Muhammed Asâr,Tercüme,Mihr ü Müşterî li-Muhammed Asâr,Kaynakta belirtilmemiş,Tercüme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_190,Saray hocası; şehnameci,,,,,,,,,Tercüme,,,,1076
tahir_0810,Tâhir,Lokman bin Seyyid Hüseyin (Urmevî),Terceme-i Lem'atü'l-Envâr,Tercüme,Lem'atü'l-Envâr,Kaynakta belirtilmemiş,Mahzenü'l-Esrâr vezninde yazılmıştır,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_190,Saray hocası; şehnameci,,,,,,,,,Tercüme,,,,1076
tahir_0811,Tâhir,Lokman bin Seyyid Hüseyin (Urmevî),Selefnâme,,,,Tarih (manzum),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_190,Saray hocası; şehnameci,,,,,,,,,Tarih,,,,1076
tahir_0812,Tâhir,Lokman bin Seyyid Hüseyin (Urmevî),Halefnâme,,,,Tarih (manzum),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_190,Saray hocası; şehnameci,,,,,,,,,Tarih,,,,1076
tahir_0813,Tâhir,Lokman bin Seyyid Hüseyin (Urmevî),Muâsırnâme,,,,Tarih (manzum),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_190,Saray hocası; şehnameci,,,,,,,,,Tarih,,,,1076
tahir_0814,Tâhir,Lokman bin Seyyid Hüseyin (Urmevî),Moğolnâme,,,,"Şehname tarzında, mütekarib vezninde 5 cilttir, tarihe dairdir",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_190,Saray hocası; şehnameci,,,,,,,,,Tarih,,,,1076
tahir_0815,Tâhir,Lokman bin Seyyid Hüseyin (Urmevî),Zafernâme (Konya cengi),,,,Konya savaşına dairdir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_190,Saray hocası; şehnameci,,,,,,,,,Tarih,,,,1076
tahir_0816,Tâhir,Lokman bin Seyyid Hüseyin (Urmevî),Risâletü Âlâti'r-Rasadiyye,,,,Risale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_190,Saray hocası; şehnameci,,,,,,,,,Risale,,,,1076
tahir_0817,Tâhir,Lütfî Ahmed Efendi (Vak’a-nüvis),Tefhîmü'l-Muallim (Ta'lîmü'l-Müteallim Tercümesi),,,,Ta'lîmü'l-Müteallim'in tercümesidir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_191,Vak'a-nüvis,,İstanbul,İstanbul,1908,1325,İstanbul,Fatih,"Sofular Camii haziresi, Aksaray, İstanbul",Tercüme,,,,1077
tahir_0818,Tâhir,Lütfî Ahmed Efendi (Vak’a-nüvis),Devlet-i Aliyye Târîhi (Lütfî Tarihi),,,,"Cevdet Tarihi'ne zeyl olarak 12 cilt yazılmıştır, 7'si basılmıştır; 8. cildi 1845-1849/50 arasını kapsar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_191,Vak'a-nüvis,,İstanbul,İstanbul,1908,1325,İstanbul,Fatih,"Sofular Camii haziresi, Aksaray, İstanbul",Tarih,Müze-i Hümâyûn Kütübhânesi,Kurum Kütüphanesi,Müze-i Hümâyûn Kütübhânesi,1077
tahir_0819,Tâhir,Lütfî Ahmed Efendi (Vak’a-nüvis),Lügat-i Kâmûs,,,,53.000 kelime içeren sözlüktür; sadece elif-be harfleri basılmıştır,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_191,Vak'a-nüvis,,İstanbul,İstanbul,1908,1325,İstanbul,Fatih,"Sofular Camii haziresi, Aksaray, İstanbul",Lügat,,,,1077
tahir_0820,Tâhir,Lütfî Ahmed Efendi (Vak’a-nüvis),Robinson Tercümesi,Tercüme,Robinson,Kaynakta belirtilmemiş,Tercüme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_191,Vak'a-nüvis,,İstanbul,İstanbul,1908,1325,İstanbul,Fatih,"Sofular Camii haziresi, Aksaray, İstanbul",Tercüme,,,,1077
tahir_0821,Tâhir,Lütfî Ahmed Efendi (Vak’a-nüvis),Müretteb Dîvân,,,,Dîvân (şiir),Manzum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_191,Vak'a-nüvis,,İstanbul,İstanbul,1908,1325,İstanbul,Fatih,"Sofular Camii haziresi, Aksaray, İstanbul",Divan,,,,1077
tahir_0822,Tâhir,Mustafa bin Yûsuf ed-Darîrü'l-Mevlevî,Yüz Hadîs-i Şerîf Tercümesi,Tercüme,Yüz Hadîs-i Şerîf,Kaynakta belirtilmemiş,Tercüme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_192,tarih-şinâs,,Erzurum,Erzurum,,,,,,Tercüme,Millet Kütübhânesi,Kurum Kütüphanesi,Millet Kütübhânesi,1079
tahir_0823,Tâhir,Mustafa bin Yûsuf ed-Darîrü'l-Mevlevî,Yüz Hadîs-i Şerîf Tercümesi,Tercüme,Yüz Hadîs-i Şerîf,Kaynakta belirtilmemiş,Tercüme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_192,tarih-şinâs,,Erzurum,Erzurum,,,,,,Tercüme,Nûr-ı Osmâniye Kütübhânesi,Kurum Kütüphanesi,Nûr-ı Osmâniye Kütübhânesi,1079
tahir_0824,Tâhir,Mustafa bin Yûsuf ed-Darîrü'l-Mevlevî,Manzum Siyer-i Nebî Tercümesi,Tercüme,Manzum Siyer-i Nebî,Kaynakta belirtilmemiş,1388'de tercüme edilmiştir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_192,tarih-şinâs,,Erzurum,Erzurum,,,,,,Tercüme,,,,1079
tahir_0825,Tâhir,Mustafa bin Yûsuf ed-Darîrü'l-Mevlevî,Mensûr Fütûhu'ş-Şâm Tercümesi,Tercüme,Fütûhu'ş-Şâm,Vâkıdî (metinde adı geçiyor),Tercüme,Mensur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_192,tarih-şinâs,,Erzurum,Erzurum,,,,,,Tercüme,Millet Kütübhânesi,Kurum Kütüphanesi,Millet Kütübhânesi,1079
tahir_0826,Tâhir,Mustafa bin Yûsuf ed-Darîrü'l-Mevlevî,Mensûr Fütûhu'ş-Şâm Tercümesi,Tercüme,Fütûhu'ş-Şâm,Vâkıdî (metinde adı geçiyor),Tercüme,Mensur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_192,tarih-şinâs,,Erzurum,Erzurum,,,,,,Tercüme,Nûr-ı Osmâniye Kütübhânesi,Kurum Kütüphanesi,Nûr-ı Osmâniye Kütübhânesi,1079
tahir_0827,Tâhir,Mustafa bin Yûsuf ed-Darîrü'l-Mevlevî,Yûsuf u Züleyhâ Manzûmesi,,,,Manzume/Tarih (manzum),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_192,tarih-şinâs,,Erzurum,Erzurum,,,,,,Manzum Edebiyat,,,,1079
tahir_0828,Tâhir,Mehmed Efendi (Akşemseddînzâde),Tabakât-ı Fukahâ-yı Hanefiyye,,,,Tabakat (fıkıh âlimleri),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_193,II. Selim'in şehzadelik hocası,Akşemseddin'in torunu (Emrullah Efendizâde Mehmed Efendi'nin oğlu),,,1552,959,,,,Tabakat,,,,1079
tahir_0829,Tâhir,Mehmed Efendi (Akşemseddînzâde),Mecmûa-i Durûb-ı Emsâl,,,,Edebiyat (atasözleri),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_193,II. Selim'in şehzadelik hocası,Akşemseddin'in torunu (Emrullah Efendizâde Mehmed Efendi'nin oğlu),,,1552,959,,,,Edebiyat,,,,1079
tahir_0830,Tâhir,Mehmed Efendi (Akşemseddînzâde),(Ulûm-ı Arabiyyeye dair bazı ta'lîkât - isimsiz),,,,Dilbilim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_193,II. Selim'in şehzadelik hocası,Akşemseddin'in torunu (Emrullah Efendizâde Mehmed Efendi'nin oğlu),,,1552,959,,,,Dilbilim,,,,1079
tahir_0831,Tâhir,Mehmed Efendi (Tokadî),Fezleketü't-Tevârîh,,,,Yaratılıştan Kanuni Sultan Süleyman dönemi ortalarına kadar olan olayları anlatan Arapça bir tarihçedir; mukaddimesinde ayrıca birkaç meşhur kasideyi şerh ettiğini belirtir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_194,Kadı (Halep),,Tokat,Tokat,,,,,,Tarih,,,,1080
tahir_0832,Tâhir,Mecdî Mehmed Efendi (Çelebi),Hadâiku'ş-Şakâyık,,,,"Bazı faydalı eklemelerle 1586-87'de tamamladığı, basılmış Şakâyık-ı Nu'mâniyye tercümesidir",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_195,Kadı,,Edirne,Edirne,1591,999,İstanbul,Fatih,"Emîr Buhârî Dergâhı civarı, Edirnekapı dışı, İstanbul",Tabakat,,,,1080
tahir_0833,Tâhir,Mecdî Mehmed Efendi (Çelebi),el-Cevâhirü'l-Mudîe fî Tabakâti'l-Hanefiyye Tercümesi,Tercüme,el-Cevâhirü'l-Mudîe fî Tabakâti'l-Hanefiyye,Abdülkâdir-i Kureşî (metinde adı geçiyor),Tercüme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_195,Kadı,,Edirne,Edirne,1591,999,İstanbul,Fatih,"Emîr Buhârî Dergâhı civarı, Edirnekapı dışı, İstanbul",Tercüme,,,,1080
tahir_0834,Tâhir,Mecdî Mehmed Efendi (Çelebi),Risâle-i Şem'iyye,,,,Risale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_195,Kadı,,Edirne,Edirne,1591,999,İstanbul,Fatih,"Emîr Buhârî Dergâhı civarı, Edirnekapı dışı, İstanbul",Risale,,,,1080
tahir_0835,Tâhir,Mecdî Mehmed Efendi (Çelebi),Müretteb Dîvân,,,,Dîvân (şiir),Manzum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_195,Kadı,,Edirne,Edirne,1591,999,İstanbul,Fatih,"Emîr Buhârî Dergâhı civarı, Edirnekapı dışı, İstanbul",Divan,,,,1080
tahir_0836,Tâhir,Mehmed Tâhir bin Şeyh Nûrullah en-Necîbî,Târîh-i Necîbî,,,,Hândmîr'in Habîbü's-Siyer adlı tarihinin özet tercümesi olup Osmanlı olaylarını da ekleyerek iki ciltlik umumi tarih haline getirilmiştir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_196,,,,,,,,,,Tarih,Nûr-ı Osmâniye Kütübhânesi,Kurum Kütüphanesi,Nûr-ı Osmâniye Kütübhânesi,1080
tahir_0837,Tâhir,Mahmûd bin Mehmed bin Dilşâd-ı Şirvânî,el-Bidâye ve'n-Nihâye Tercümesi,Tercüme,el-Bidâye ve'n-Nihâye,İbn Kesîr Dımeşkî (metinde adı geçiyor),Tercüme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_197,tarih-şinâs,,,,,,,,,Tercüme,Damad İbrâhim Paşa Kütübhânesi,Kurum Kütüphanesi,Damad İbrâhim Paşa Kütübhânesi,1080
tahir_0838,Tâhir,Mahmûd bin Mehmed bin Dilşâd-ı Şirvânî,Harîdetü'l-Acâib ve Ferîdetü'l-Garâib Tercümesi,Tercüme,Harîdetü'l-Acâib ve Ferîdetü'l-Garâib,İbn Verdî (metinde adı geçiyor),1465-66'da tercüme edilmiştir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_197,tarih-şinâs,,,,,,,,,Tercüme,,,,1080
tahir_0839,Tâhir,Mahmûd bin Mehmed bin Dilşâd-ı Şirvânî,Câlibü's-Sürûr Tercümesi,Tercüme,Câlibü's-Sürûr,Kaynakta belirtilmemiş,Karabâğî'nin Câlibü's-Sürûr adlı muhadarat türü eserinin tercümesidir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_197,tarih-şinâs,,,,,,,,,Tercüme,,,,1081
tahir_0840,Tâhir,Mahmûd bin Mehmed bin Dilşâd-ı Şirvânî,Mesâlikü'l-Memâlik,,,,Coğrafya ve İslam tarihinden bahseden Türkçe bir eserdir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_197,tarih-şinâs,,,,,,,,,Coğrafya,,,,1081
tahir_0841,Tâhir,Mustafa bin Hasan Şâh,Hadîkatü'l-Ulyâ,Tercüme,Ravzatü's-Safâ,Mîrhând (metinde adı geçiyor),Mîrhând'ın Ravzatü's-Safâ'sının Türkçeye tercümesi olup Kanuni'nin sadrazamı Rüstem Paşa'ya ithaf edilmiştir; yazarın iki cilt daha tercüme ettiğini belirtmesine rağmen bu ciltler hiç bulunamamıştır,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_198,,,,,,,,,,Tercüme,,,,1081
tahir_0842,Tâhir,Mehmed bin Mehmed er-Rûmî,Târîh-i Âl-i Osmân,,,,"III. Murad'dan IV. Murad'a kadar padişahların olaylarının özeti ile bu dönemdeki sadrazamlar, vezirler, defterdarlar, şeyhülislamlar ve kadıları anlatır",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_199,Müderris,,,,,,,,,Tarih,,,,1081
tahir_0843,Tâhir,Mehmed Kudsî Efendi (Ramazânzâde) (Nişâncızâde Mehmed bin Ahmed bin Mehmed bin Ramazân),Mir'âtü'l-Kâinât,,,,"8 kısma ayrılmış, dünyanın yaratılışından Kanuni Sultan Süleyman'ın saltanatının sonuna kadar olan iki ciltlik tarihtir; 1873-74'te basılmıştır",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_200,Kadı,Küçük Nişancızâde Ramazanzâde Mehmed Çelebi'nin torunu,,,1622,1031,İstanbul,Fatih,"Emîr Buhârî Dergâhı sahası, İstanbul",Tarih,,,,1082
tahir_0844,Tâhir,Mehmed Kudsî Efendi (Ramazânzâde) (Nişâncızâde Mehmed bin Ahmed bin Mehmed bin Ramazân),Nûru'l-Ayn fî Islâhı Câmi'i'l-Füsûleyn,,,,Şeyh Bedreddin Simavî'nin fıkıh eseri Câmi'u'l-Füsûleyn'i açıklayan bir eserdir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_200,Kadı,Küçük Nişancızâde Ramazanzâde Mehmed Çelebi'nin torunu,,,1622,1031,İstanbul,Fatih,"Emîr Buhârî Dergâhı sahası, İstanbul",Fıkıh,,,,1082
tahir_0845,Tâhir,Mehmed Emîn Efendi (Alay Beyizâde),Vefeyât-ı Pür-iber li-Üli'l-Elbâbı men-İhteber,,,,Bazı olaylardan da bahseden İslami vefeyatname (ölüm kayıtları) türü eserdir; Hasîb-i Üsküdarî'nin vefeyatına başlıca kaynak olmuştur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_201,Ayasofya müderrisi,Halveti şeyhi Şeyh Mehmed Efendi'nin oğlu; babası Alaybeyizâde Şeyh Mehmed Efendi 1045/1635-36'da Üsküp'te vefat etmiş,Üsküp,Üsküp,1680,1091,İstanbul,Üsküdar,"Üsküdar, İstanbul",Vefeyatname,,,,1082
tahir_0846,Tâhir,Mehmed Emîn Efendi (Alay Beyizâde),Nesâyihu'l-Mülûk,,,,1676-77'de yazılmış Türkçe bir eserdir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_201,Ayasofya müderrisi,Halveti şeyhi Şeyh Mehmed Efendi'nin oğlu; babası Alaybeyizâde Şeyh Mehmed Efendi 1045/1635-36'da Üsküp'te vefat etmiş,Üsküp,Üsküp,1680,1091,İstanbul,Üsküdar,"Üsküdar, İstanbul",Siyasetname,,,,1082
tahir_0847,Tâhir,Mehmed bin Hüseyin Efendi,Tuhfetü'l-Me'mûn,,,,Ali bin Şihâb-ı Hemedânî'nin 10 bölümlük Farsça Zahîretü'l-Mülûk adlı eserine iki bölüm daha ekleyerek yapılan tercümesidir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_202,,,,,,,,,,Tercüme,,,,1082
tahir_0848,Tâhir,Mehmed Halîfe,Tevârîh-i Gılmânî,,,,"3 bölüm, 15 fasıl, 1 hatimeden oluşan Osmanlı tarihi; dönemin sosyal hayatını, özellikle saray hizmetlilerinin adetlerini de anlatır; 1665'te tamamlanmıştır",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_203,,,,,,,,,,Tarih,,,,1083
tahir_0849,Tâhir,Müneccimbaşı Derviş Ahmed Dede Efendi,Câmi'u'd-Düvel,,,,"Arapça, Farsça ve Türkçe 80'den fazla tarihe başvurularak yazılmış eser; şair Nedim tarafından Sahâifü'l-Ahbâr adıyla Türkçeye çevrilip 3 cilt halinde basılmıştır; yaratılış, peygamberler, dört halife, İslam öncesi ve sonrası devletler, gayrimüslim hükümdarlıklardan bahseder; Osmanlı olayları 1672-73'e kadardır",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_204,Müneccimbaşı; Mevlevi,,Selanik,"Selanik (doğum), babası Konya Ereğlisi'nden göçmüş",,,,,,Tarih,Kütübhâne-i Umûmî,Kurum Kütüphanesi,Kütübhâne-i Umûmî (bir takım),1083
tahir_0850,Tâhir,Müneccimbaşı Derviş Ahmed Dede Efendi,Câmi'u'd-Düvel,,,,"Arapça, Farsça ve Türkçe 80'den fazla tarihe başvurularak yazılmış eser; şair Nedim tarafından Sahâifü'l-Ahbâr adıyla Türkçeye çevrilip 3 cilt halinde basılmıştır; yaratılış, peygamberler, dört halife, İslam öncesi ve sonrası devletler, gayrimüslim hükümdarlıklardan bahseder; Osmanlı olayları 1672-73'e kadardır",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_204,Müneccimbaşı; Mevlevi,,Selanik,"Selanik (doğum), babası Konya Ereğlisi'nden göçmüş",,,,,,Tarih,Enderûn-ı Hümâyûn Sultan Ahmed-i Sâlis Kütübhânesi,Kurum Kütüphanesi,Enderûn-ı Hümâyûn Sultan Ahmed-i Sâlis Kütübhânesi (bir takım),1083
tahir_0851,Tâhir,Müneccimbaşı Derviş Ahmed Dede Efendi,Câmi'u'd-Düvel,,,,"Arapça, Farsça ve Türkçe 80'den fazla tarihe başvurularak yazılmış eser; şair Nedim tarafından Sahâifü'l-Ahbâr adıyla Türkçeye çevrilip 3 cilt halinde basılmıştır; yaratılış, peygamberler, dört halife, İslam öncesi ve sonrası devletler, gayrimüslim hükümdarlıklardan bahseder; Osmanlı olayları 1672-73'e kadardır",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_204,Müneccimbaşı; Mevlevi,,Selanik,"Selanik (doğum), babası Konya Ereğlisi'nden göçmüş",,,,,,Tarih,Sultan Selim Kütübhânesi (Edirne),Kurum Kütüphanesi,Edirne'de Sultan Selim Kütübhânesi (bir takım),1083
tahir_0852,Tâhir,Müneccimbaşı Derviş Ahmed Dede Efendi,Âdâb-ı Mütâla'a (el-müsemmâ bi-Feyzi'l-Harâm),,,,"Mütalaa (okuma-inceleme) adabına dair, bu konuda Osmanlı müellifleri arasında ilk yazılan eserdir",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_204,Müneccimbaşı; Mevlevi,,Selanik,"Selanik (doğum), babası Konya Ereğlisi'nden göçmüş",,,,,,Eğitim,,,,1083
tahir_0853,Tâhir,Müneccimbaşı Derviş Ahmed Dede Efendi,Hâşiye-i Tefsîr-i Beyzâvî,Haşiye,Tefsîr-i Beyzâvî,Kaynakta belirtilmemiş,Sadreddinzâde'nin haşiyesine zeyildir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_204,Müneccimbaşı; Mevlevi,,Selanik,"Selanik (doğum), babası Konya Ereğlisi'nden göçmüş",,,,,,Şerh/Haşiye,,,,1083
tahir_0854,Tâhir,Müneccimbaşı Derviş Ahmed Dede Efendi,Şerh-i Kitâbü'l-Ahlâk,Şerh,Kitâbü'l-Ahlâk,Kâdı Adûd (metinde adı geçiyor),Şerh/Hâşiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_204,Müneccimbaşı; Mevlevi,,Selanik,"Selanik (doğum), babası Konya Ereğlisi'nden göçmüş",,,,,,Şerh/Haşiye,,,,1083
tahir_0855,Tâhir,Müneccimbaşı Derviş Ahmed Dede Efendi,Gâyetü'l-Beyân,,,,Mevlânâ İsâm'ın Farsça istiare risalesinin Arapça şerhidir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_204,Müneccimbaşı; Mevlevi,,Selanik,"Selanik (doğum), babası Konya Ereğlisi'nden göçmüş",,,,,,Şerh/Haşiye,,,,1083
tahir_0856,Tâhir,Müneccimbaşı Derviş Ahmed Dede Efendi,Risâletü'l-Vüsûl ilâ Ma'rifeti'l-Hamli ve'l-Mahmûl,,,,Mantık ilmine dairdir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_204,Müneccimbaşı; Mevlevi,,Selanik,"Selanik (doğum), babası Konya Ereğlisi'nden göçmüş",,,,,,Risale,,,,1083
tahir_0857,Tâhir,Müneccimbaşı Derviş Ahmed Dede Efendi,Ta'lîkât alâ Oklidis,,,,Geometri ilmine dairdir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_204,Müneccimbaşı; Mevlevi,,Selanik,"Selanik (doğum), babası Konya Ereğlisi'nden göçmüş",,,,,,Matematik,,,,1083
tahir_0858,Tâhir,Müneccimbaşı Derviş Ahmed Dede Efendi,Letâifnâme,,,,Ünlü mizahçı Ubeyd-i Zâkânî'nin Dilküşâ adlı eserinin tercümesidir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_204,Müneccimbaşı; Mevlevi,,Selanik,"Selanik (doğum), babası Konya Ereğlisi'nden göçmüş",,,,,,Tercüme,,,,1084
tahir_0859,Tâhir,Müneccimbaşı Derviş Ahmed Dede Efendi,Risâle-i Mûsıkiyye,,,,Müzik nazariyatına dairdir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_204,Müneccimbaşı; Mevlevi,,Selanik,"Selanik (doğum), babası Konya Ereğlisi'nden göçmüş",,,,,,Risale,,,,1084
tahir_0860,Tâhir,Müneccimbaşı Derviş Ahmed Dede Efendi,Risâle fî Tahkîki'l-Masdar,,,,Risale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_204,Müneccimbaşı; Mevlevi,,Selanik,"Selanik (doğum), babası Konya Ereğlisi'nden göçmüş",,,,,,Risale,,,,1084
tahir_0861,Tâhir,Müneccimbaşı Derviş Ahmed Dede Efendi,Lisânü'l-Gayb ve'l-İlhâm,,,,Mescid-i Nebevî'de verdiği tefsir derslerini içerir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_204,Müneccimbaşı; Mevlevi,,Selanik,"Selanik (doğum), babası Konya Ereğlisi'nden göçmüş",,,,,,Tefsir,Sultan Selim Kütübhânesi (Edirne),Kurum Kütüphanesi,Edirne'de İkinci Sultan Selim Kütübhânesi,1084
tahir_0862,Tâhir,Münîb Efendi (Abdurrahmân Münîb Efendi),Fihris-i Düvel,,,,Özellikle vefeyat (ölüm kayıtları) açısından kıymetli bir eserdir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tar_205,,Râzî Abdüllatîf Efendi'nin (tar_077) oğlu,,,1743,1155,İstanbul,Üsküdar,"Babası yanı (yer açık değil, muhtemelen Üsküdar)",Tarih,,,,1084
